student_id,attendance_pct,study_hours_week,assignment_score,internal_marks,prev_sem_cgpa,activity_score,final_exam_marks
S01178,96.6,19.3,91.8,75.9,9.75,98.1,97.95
S00680,40.0,2.5,44.0,39.0,4.3,44.9,27.28
S08844,88.2,25.5,,94.4,8.94,69.6,100.0
S02882,81.8,20.1,70.8,72.7,7.03,42.1,72.46
S09595,74.8,12.6,73.0,63.9,7.59,65.9,68.3
S05204,82.9,20.1,73.5,67.1,7.93,52.9,81.01
S07791,87.3,14.4,86.9,84.4,9.11,72.9,80.57
S02218,82.0,4.3,79.8,86.0,6.11,51.4,66.51
S08833,74.9,2.0,51.0,41.1,6.0,38.4,47.65
S08238,85.4,23.8,61.3,64.5,7.13,46.6,57.72
S04534,75.0,14.6,85.3,,6.34,55.0,75.92
S06965,86.2,16.2,,74.0,8.13,79.0,88.81
S08470,69.0,14.8,71.4,64.2,8.46,64.8,67.9
S05692,67.3,3.8,64.8,45.5,6.17,55.2,39.81
S07660,57.0,8.3,46.3,37.8,4.84,48.3,28.7
S00676,79.6,17.4,61.9,69.8,8.04,73.0,70.97
S05549,84.5,21.5,89.5,90.7,6.66,85.0,77.57
S06686,100.0,19.9,81.4,74.3,8.78,48.3,78.65
S06166,55.9,2.0,38.2,31.1,5.45,,23.06
S05106,81.6,24.4,83.8,86.7,6.7,,63.36
S05222,75.5,19.1,62.8,76.6,6.58,71.3,57.27
S08588,73.8,21.7,66.5,77.4,6.2,71.0,85.46
S02829,85.4,12.5,80.7,74.6,8.76,55.4,80.98
S09647,78.1,34.1,62.6,59.1,6.81,46.6,67.66
S09487,76.3,10.8,66.2,57.0,6.95,70.6,68.31
S02002,79.0,4.0,83.6,55.9,8.4,,63.1
S09332,97.0,18.3,95.6,81.1,8.36,94.3,95.7
S08352,79.2,19.0,83.8,74.3,7.63,53.9,70.76
S07416,75.3,6.4,72.0,57.9,8.09,85.2,72.11
S04702,,6.3,49.5,44.2,9.47,40.9,60.45
S05468,71.5,6.8,66.0,52.8,7.51,51.1,56.27
S01515,85.0,29.7,95.3,100.0,9.22,98.2,99.28
S03088,72.2,2.0,64.4,48.8,6.1,40.1,48.03
S05875,64.9,12.9,53.0,55.8,8.48,68.6,61.82
S03391,75.4,21.5,76.7,69.7,,81.7,71.72
S09636,65.3,8.6,60.2,66.8,8.43,41.7,75.25
S09769,100.0,,94.0,83.5,8.2,75.4,73.15
S07218,71.6,12.2,60.2,65.6,8.17,68.2,67.03
S03305,77.5,10.3,87.9,59.5,,53.5,74.93
S07984,64.9,22.1,62.6,41.7,7.17,44.6,56.49
S06042,70.4,14.2,64.1,54.3,,47.1,42.4
S04267,59.0,11.5,55.4,55.5,,59.3,72.31
S03927,95.3,25.0,,76.0,8.23,69.8,78.74
S01523,77.7,28.9,81.7,78.1,9.1,70.8,89.25
S01148,80.8,9.9,80.4,68.6,9.29,76.5,80.58
S06171,75.2,10.1,59.3,65.8,7.54,45.0,64.06
S04125,78.1,18.4,70.0,73.2,7.18,73.8,73.9
S09133,89.8,13.9,73.2,42.5,6.98,72.8,61.95
S07636,65.3,14.0,62.4,53.5,5.87,47.8,60.6
S07668,73.5,16.5,73.9,69.0,5.2,62.7,66.4
S07108,75.1,18.5,61.5,56.8,6.06,54.7,58.81
S05087,100.0,31.2,73.0,93.2,8.58,68.9,95.98
S09822,64.9,11.0,47.3,49.0,5.55,63.9,50.03
S08725,78.6,19.9,82.3,81.0,8.95,67.9,92.62
S03117,84.4,19.5,68.9,64.2,6.32,62.3,59.73
S06753,77.5,26.4,75.6,67.3,6.62,65.3,80.63
S02267,84.8,22.1,83.8,74.9,6.56,55.4,77.07
S04860,60.4,11.7,49.8,59.6,4.91,56.5,50.37
S08626,62.0,10.9,78.3,58.3,8.42,62.4,75.75
S04677,65.6,5.0,46.4,43.2,6.5,27.1,57.41
S00812,77.9,16.8,57.6,60.1,7.52,49.8,70.47
S02675,80.0,20.6,81.0,78.8,6.13,88.7,80.44
S05035,70.2,2.0,39.3,56.7,5.57,45.5,60.23
S03270,86.3,20.7,77.1,78.6,8.07,81.1,92.6
S02554,97.1,24.1,88.0,93.5,9.2,77.8,94.39
S08265,60.8,2.0,48.3,45.9,5.28,,43.49
S07980,67.0,6.4,51.4,33.3,5.35,48.4,38.92
S07824,,8.4,60.0,58.8,5.12,45.9,44.86
S08976,47.3,5.4,33.9,30.0,4.38,29.6,25.55
S03214,73.0,14.8,66.2,53.5,7.42,59.3,65.12
S02919,66.3,11.6,68.5,64.9,8.6,45.8,58.49
S08331,84.1,22.1,65.9,73.1,6.36,51.2,73.11
S04573,100.0,,83.2,91.9,10.0,78.5,100.0
S05632,70.2,17.5,55.8,52.1,6.97,53.8,68.84
S08433,,2.0,51.3,60.4,4.58,52.4,45.27
S02643,90.6,25.3,89.0,97.0,8.55,73.1,96.9
S06641,49.7,7.2,56.3,51.0,,49.2,54.46
S03850,92.9,21.7,84.7,79.1,8.53,75.1,74.97
S03992,73.3,20.4,63.4,38.3,6.54,18.5,63.1
S08548,92.5,5.1,63.2,57.0,8.79,55.2,68.4
S06140,78.2,10.3,45.0,49.4,5.81,54.8,49.61
S05627,66.7,8.0,60.9,67.3,6.43,60.8,66.76
S02686,62.9,19.9,69.6,70.7,6.14,70.1,64.48
S05461,85.0,20.4,88.0,77.8,8.67,69.7,96.28
S04972,69.8,2.0,68.7,53.4,5.61,53.1,70.64
S06254,54.3,3.8,35.1,30.0,5.18,27.1,24.87
S07530,79.5,9.1,64.6,77.6,8.2,63.5,87.11
S07738,75.1,16.3,45.6,56.6,6.23,62.7,52.29
S00913,83.7,26.4,86.5,77.9,7.22,68.3,77.74
S05391,76.1,16.2,61.1,56.4,8.38,42.0,64.42
S05212,60.0,16.0,75.8,69.4,7.99,57.1,74.06
S01592,77.2,17.9,76.6,79.9,7.02,63.0,74.73
S00261,60.3,10.5,82.1,65.8,,,63.69
S01804,77.7,4.6,46.6,65.1,5.51,37.8,51.85
S06561,82.2,26.6,71.3,63.6,7.11,46.6,74.12
S09367,73.9,15.2,59.2,43.5,5.22,54.4,59.3
S05867,74.3,8.5,65.4,60.1,7.61,52.4,62.14
S06112,93.4,12.3,66.8,44.6,6.91,50.4,66.69
S06639,70.6,16.4,73.3,55.7,6.13,68.4,62.11
S07499,60.9,22.6,83.5,54.9,7.91,,62.58
S06245,41.3,7.7,30.0,43.8,4.38,43.4,21.11
S03582,80.0,18.9,73.1,63.7,7.2,75.3,67.91
S02466,85.8,20.3,62.5,54.0,6.73,48.9,70.95
S01243,72.4,11.5,83.9,70.5,8.69,73.9,82.29
S09359,71.4,11.3,46.7,57.7,8.15,51.5,61.24
S05510,76.7,6.5,72.4,58.7,6.26,43.9,54.13
S07324,61.1,20.3,80.3,81.9,6.46,58.1,70.32
S01387,87.2,27.5,77.3,81.5,7.85,46.2,83.93
S00730,67.9,8.1,54.1,44.3,5.47,52.4,30.42
S07116,65.6,,64.7,44.7,,67.4,61.37
S09714,90.2,17.6,85.4,,6.72,63.9,73.85
S09541,73.3,11.5,64.8,55.9,8.01,54.8,55.72
S05982,76.1,17.4,64.2,58.5,6.91,47.0,67.06
S00088,78.7,19.3,66.0,62.5,8.96,51.4,84.78
S08733,94.6,21.2,80.7,79.7,8.56,69.8,87.83
S09964,100.0,30.9,96.8,95.3,9.14,68.6,94.49
S00165,70.2,17.0,80.0,60.3,7.3,46.3,74.04
S01080,69.7,5.7,69.1,56.7,5.64,68.3,64.15
S03532,58.9,2.6,83.7,49.5,8.96,,55.47
S00716,89.4,21.2,91.1,87.8,7.75,67.5,93.02
S02827,84.8,20.0,81.4,65.9,6.39,68.6,76.65
S07459,72.6,10.3,87.0,73.8,8.49,51.7,77.31
S02872,50.9,,44.2,34.4,4.62,50.4,24.48
S09988,50.8,,57.1,50.0,6.07,48.0,44.23
S00279,84.9,16.4,76.0,73.7,7.89,65.4,75.16
S03821,97.4,10.2,75.6,62.6,8.96,85.8,65.3
S04331,64.6,10.9,91.9,72.3,9.02,56.0,81.32
S03829,89.6,29.1,90.8,70.3,8.95,84.8,82.57
S07882,72.6,9.3,69.9,59.2,5.77,35.1,55.0
S07709,88.1,11.2,55.6,63.8,8.53,53.3,64.48
S03113,78.4,12.6,86.4,79.0,8.17,77.0,81.89
S01531,61.1,7.6,55.8,47.1,7.22,30.3,49.77
S00744,74.2,,49.8,46.8,6.99,49.0,56.1
S09722,74.2,11.0,67.3,36.6,6.23,33.5,53.92
S02037,79.1,14.5,89.9,92.6,9.06,62.4,84.4
S01643,75.1,13.8,70.2,51.7,5.54,39.2,63.21
S00089,100.0,21.5,,64.2,8.04,58.1,72.21
S01104,75.2,16.1,77.8,73.3,7.54,47.6,63.13
S02873,80.8,28.0,64.5,72.4,7.03,71.1,75.73
S04983,92.5,16.0,100.0,99.9,9.75,58.8,90.44
S05631,84.7,18.3,73.4,64.4,8.24,74.4,96.48
S07295,70.3,,85.9,69.6,7.26,68.6,83.31
S06929,93.9,25.7,72.0,79.9,8.09,58.4,72.85
S09137,74.0,6.7,44.8,43.5,6.71,42.8,51.51
S01703,66.1,9.6,58.3,55.3,7.45,60.4,59.05
S08645,74.6,20.9,55.2,66.5,7.48,41.5,57.73
S01344,79.6,22.4,83.3,79.8,9.23,72.8,96.02
S08294,68.8,12.5,80.4,55.4,8.38,72.3,69.42
S03879,86.7,31.2,100.0,80.2,9.09,74.7,86.14
S09426,73.0,15.4,76.8,72.5,9.1,59.2,84.37
S06997,95.7,15.6,68.3,84.1,9.03,71.4,81.5
S01680,65.7,14.5,57.9,62.9,5.88,44.5,51.98
S01588,41.6,4.4,42.6,40.7,5.49,45.2,32.57
S07220,83.1,19.7,71.1,69.6,4.91,52.4,77.5
S08449,84.1,25.5,80.7,77.5,6.32,91.5,84.76
S07683,66.3,7.7,73.8,61.6,6.41,60.3,56.68
S09872,60.6,20.0,77.4,59.1,6.24,50.0,69.8
S01366,61.7,16.6,50.2,46.1,6.21,47.1,47.58
S01533,89.7,21.5,89.5,81.9,6.55,58.4,99.46
S00681,86.5,23.5,80.0,73.7,8.89,79.7,86.69
S05369,76.6,2.0,65.4,58.0,4.04,49.3,46.34
S09881,79.0,27.0,44.0,67.4,5.64,49.8,66.86
S02246,69.2,10.1,89.1,70.3,8.52,,74.43
S09261,51.7,7.5,61.3,56.9,5.44,55.1,56.19
S05431,69.1,8.8,55.8,63.6,5.77,70.1,66.95
S04964,49.4,,44.4,37.9,4.57,43.3,25.41
S07677,74.4,10.7,76.3,63.8,6.86,74.2,67.41
S04918,69.7,30.5,91.8,73.4,9.95,67.5,100.0
S00370,73.8,20.2,76.2,77.3,8.43,59.7,74.13
S04630,69.6,17.9,57.6,62.8,5.26,53.1,80.6
S03893,55.0,5.9,,38.8,5.78,34.8,39.04
S04725,67.1,7.7,65.8,62.8,7.52,57.1,75.23
S02319,100.0,29.5,83.7,90.6,10.0,80.0,100.0
S08451,90.6,10.9,64.8,65.2,7.51,62.1,64.12
S02274,84.1,22.8,70.1,70.4,6.97,71.4,83.28
S06698,46.7,6.5,76.2,56.2,6.2,57.8,46.79
S05950,69.5,16.7,78.8,73.3,6.09,80.9,75.73
S01870,,21.1,59.1,46.7,7.49,48.4,47.03
S05919,81.6,25.6,81.4,87.0,9.42,77.4,78.7
S06402,80.3,24.4,72.0,73.6,6.98,67.1,66.65
S00495,42.6,2.0,39.4,30.0,4.33,34.9,23.78
S07361,93.2,35.7,77.3,87.1,9.21,100.0,90.47
S01958,72.7,21.0,78.6,62.0,8.4,,69.71
S02005,47.4,6.3,44.1,30.0,4.0,50.7,29.32
S04195,67.4,11.1,64.5,57.3,7.03,39.6,60.42
S04949,95.6,30.0,94.0,90.4,7.94,75.7,92.98
S01052,65.9,8.8,75.5,51.3,6.38,60.1,75.07
S03922,69.5,4.2,53.6,33.0,6.74,48.0,28.29
S00371,87.5,20.9,88.4,63.3,8.24,61.6,76.77
S01214,50.5,11.3,60.6,51.9,6.43,67.5,41.11
S03415,81.3,23.1,83.0,89.9,7.53,64.2,79.7
S06824,71.9,24.2,88.4,59.0,8.26,53.2,58.74
S08639,78.9,12.4,68.0,61.2,7.55,61.6,54.43
S04302,85.3,20.4,72.8,66.1,8.15,41.6,73.88
S06033,69.1,16.1,58.3,52.0,6.12,72.4,66.73
S04071,89.4,12.5,69.5,59.4,7.67,47.2,68.59
S08282,86.9,20.5,69.2,71.9,7.43,43.1,66.86
S04317,92.1,31.0,91.0,86.3,9.31,72.1,87.05
S02483,91.3,13.0,74.7,61.1,7.79,56.2,79.99
S03664,84.5,20.7,81.6,73.4,5.98,51.1,83.97
S09307,79.2,21.0,59.8,75.2,6.97,54.9,62.72
S05353,78.9,12.2,87.5,54.6,8.08,57.3,73.64
S04923,68.1,14.7,66.5,59.3,7.0,67.7,65.62
S04824,77.6,16.8,75.6,86.3,6.9,59.8,64.21
S00092,70.7,20.1,84.5,68.1,7.89,60.8,79.79
S07335,94.7,12.6,91.8,93.9,9.12,91.0,90.78
S09268,72.8,13.5,61.0,88.1,7.12,73.3,45.24
S07286,100.0,33.8,,95.2,8.75,76.9,100.0
S05893,61.2,20.7,52.2,57.1,7.44,43.3,65.18
S01403,93.7,23.9,87.1,72.3,6.08,62.4,82.12
S05626,94.0,25.8,78.5,74.5,7.83,58.0,87.26
S04383,65.4,3.8,63.1,43.1,5.79,44.4,55.1
S01434,78.4,11.7,89.6,68.9,7.88,59.4,72.51
S02568,100.0,27.2,90.3,95.7,9.86,57.5,100.0
S00919,68.1,12.4,61.3,53.9,6.47,55.8,50.52
S08981,64.3,16.0,65.9,60.2,6.96,63.8,62.48
S08537,84.9,18.4,73.5,77.4,6.02,63.5,72.66
S00547,81.7,19.9,84.6,,8.79,66.6,99.88
S03707,80.8,26.0,88.0,81.9,8.61,67.5,91.57
S05362,64.8,9.5,71.0,63.0,7.36,59.9,59.5
S07121,62.6,10.7,61.3,53.3,6.42,47.2,57.62
S00737,84.01,17.2,59.2,62.9,7.43,55.6,74.46
S00978,71.5,2.1,44.5,,6.51,42.2,25.63
S02284,63.0,15.2,60.9,47.4,6.58,48.7,54.88
S03966,82.5,35.6,100.0,97.0,9.63,80.7,100.0
S05825,86.9,17.0,74.4,71.3,6.67,53.8,71.92
S07120,80.2,8.0,86.7,87.9,8.66,79.3,90.24
S03647,82.3,14.7,80.72,80.4,4.46,82.0,68.7
S03560,61.6,,60.0,53.6,5.15,31.7,49.78
S02836,81.5,21.0,80.5,74.0,6.91,74.3,86.35
S07527,84.5,25.3,70.0,75.5,7.77,60.3,82.86
S06183,59.6,21.6,57.7,57.0,5.07,46.4,48.34
S08074,94.8,16.4,89.3,78.8,8.66,100.0,75.56
S00247,83.5,21.7,74.5,79.6,5.77,57.3,83.58
S02395,84.7,12.9,83.3,68.0,8.66,74.2,69.83
S01036,90.2,22.0,86.5,69.5,10.0,63.8,83.0
S03219,81.1,21.9,57.9,62.1,6.82,53.5,64.28
S04227,76.7,14.6,69.8,60.4,8.18,59.4,74.2
S09930,98.6,39.0,100.0,98.8,10.0,94.5,100.0
S05508,61.8,10.2,60.2,30.2,5.4,39.3,40.98
S05323,84.1,22.2,82.6,85.8,7.35,75.0,80.44
S03121,82.24,13.6,58.5,68.7,7.57,41.0,69.57
S09855,71.9,,73.4,56.6,7.06,66.7,63.52
S02837,84.8,13.3,78.2,58.1,7.11,57.8,66.17
S00482,81.0,11.1,68.9,59.4,6.79,83.7,76.07
S06391,69.3,7.3,69.9,57.1,5.63,40.6,54.02
S07328,82.8,13.0,62.4,69.6,6.92,57.9,68.65
S06535,61.5,11.0,47.4,49.5,4.54,57.1,58.17
S00499,70.3,12.7,62.2,45.1,6.85,51.0,46.83
S06832,57.6,10.7,44.4,35.3,6.32,42.1,50.18
S03207,56.0,2.0,49.1,43.4,5.79,8.8,40.58
S07631,81.1,12.5,62.2,63.7,6.21,57.2,56.88
S06667,,9.0,67.3,66.0,8.36,59.5,76.78
S04166,86.2,14.4,62.3,69.9,7.82,72.5,83.15
S05065,84.0,23.7,91.5,90.1,8.99,62.5,100.0
S05647,71.4,12.6,60.8,62.6,7.22,59.9,67.99
S04176,55.3,2.4,46.2,30.0,5.18,39.9,36.14
S05105,92.2,16.2,69.3,66.4,7.95,42.9,78.14
S05931,79.5,12.1,53.5,49.0,5.82,31.1,52.1
S03751,88.4,20.3,87.3,73.0,6.01,58.5,69.76
S01477,42.6,3.0,56.4,40.6,4.1,34.1,7.33
S02387,56.6,13.4,64.4,61.8,5.98,61.4,61.17
S01873,81.8,11.2,50.6,52.7,7.29,52.6,53.19
S08269,82.0,19.8,75.1,75.2,6.34,83.8,60.15
S09285,94.1,35.6,95.0,83.0,9.68,86.8,91.39
S03806,75.8,19.0,77.7,72.0,8.06,67.8,82.73
S02294,74.6,17.7,73.5,68.1,7.25,64.9,76.34
S07503,92.6,22.2,81.7,96.2,8.98,83.8,95.77
S06534,71.7,14.7,80.2,82.5,8.57,65.0,78.29
S07225,79.6,22.7,73.7,,6.15,60.1,75.98
S00481,79.7,23.6,74.9,77.7,,54.6,73.48
S00983,89.7,21.6,86.5,72.6,6.91,75.8,74.65
S01101,87.4,21.6,77.6,70.0,7.55,76.6,78.73
S04390,79.4,17.6,79.5,72.3,5.51,48.3,70.48
S08189,97.2,12.9,94.0,83.2,7.58,70.2,86.19
S01729,100.0,23.8,84.2,100.0,9.56,47.4,100.0
S04698,77.3,14.2,79.8,80.2,6.91,69.4,78.38
S02226,79.7,17.8,82.1,80.5,5.56,64.6,67.58
S02228,79.6,18.0,86.0,75.9,8.39,82.0,76.04
S09271,73.0,16.5,60.9,,6.57,57.6,57.56
S09497,67.6,2.8,41.6,52.1,4.78,45.5,35.0
S01615,100.0,28.1,,92.0,10.0,80.8,96.68
S00410,93.4,15.7,73.4,72.8,9.17,58.0,79.94
S06499,67.1,12.3,73.0,53.9,8.28,51.9,60.91
S04066,55.9,18.0,51.3,47.5,6.44,53.7,50.16
S03636,82.5,22.9,68.8,66.5,,44.5,66.37
S02162,73.4,13.8,64.1,61.4,7.5,67.1,61.89
S07441,92.3,23.4,100.0,98.4,10.0,76.7,100.0
S00196,80.8,18.4,71.7,69.6,7.58,53.4,83.98
S04106,63.4,11.0,64.8,48.6,6.02,59.5,60.35
S06109,72.4,21.8,65.9,76.9,7.45,77.8,72.88
S06063,85.6,26.7,77.4,85.7,8.52,73.6,86.27
S00963,76.3,12.2,73.9,62.4,7.72,67.9,67.34
S06751,71.0,24.9,85.6,38.1,7.72,56.4,71.68
S00795,84.9,20.1,81.5,74.5,5.46,58.2,74.41
S08610,88.4,24.7,95.9,100.0,9.52,84.8,100.0
S07536,100.0,28.4,,89.5,9.78,91.2,96.73
S01692,92.0,13.8,72.6,69.9,6.75,67.6,80.74
S08362,73.3,13.6,49.4,53.0,7.84,63.4,61.8
S02620,81.9,5.5,56.5,57.9,7.73,56.0,70.87
S08899,79.0,34.9,80.7,72.5,9.86,57.6,86.85
S07586,92.8,30.7,83.2,95.4,10.0,100.0,89.15
S01137,76.1,20.7,65.2,71.8,8.11,51.4,88.3
S09013,90.1,31.1,98.2,87.7,8.61,79.0,99.36
S05018,61.3,11.5,46.9,42.7,6.91,50.7,44.92
S01974,65.3,29.5,75.7,72.8,7.31,74.2,78.23
S06917,65.0,20.4,81.2,66.8,7.58,70.1,86.22
S01746,88.2,24.5,75.0,76.1,8.18,81.5,87.33
S07173,67.6,12.9,71.6,61.1,7.47,59.6,82.53
S00291,82.6,20.0,80.9,,6.39,52.1,73.7
S04061,86.7,15.0,86.4,77.5,7.22,65.4,65.45
S03383,86.5,31.8,92.8,95.4,10.0,73.2,100.0
S09282,55.2,2.0,43.3,34.1,4.4,39.9,27.33
S09017,58.2,13.4,45.5,54.1,5.38,47.2,56.28
S07417,,6.9,64.8,62.8,6.78,46.6,55.06
S02605,94.1,26.3,71.6,72.3,8.32,48.9,80.5
S01896,65.4,5.0,60.2,50.2,8.03,34.0,59.58
S04678,59.3,12.8,47.6,42.3,,35.3,48.3
S00257,95.1,15.8,75.9,64.0,,66.9,83.31
S07615,82.2,17.1,81.3,79.0,6.15,53.6,73.12
S00883,86.5,25.6,92.4,74.9,9.08,75.8,100.0
S07809,78.8,2.1,80.3,83.7,4.96,41.7,62.04
S00837,55.9,15.3,78.0,66.1,7.59,70.8,75.75
S03901,71.9,28.5,62.7,70.4,5.32,61.6,65.42
S03276,82.5,16.5,87.0,71.1,7.87,66.2,83.07
S02111,93.8,21.6,86.7,92.2,8.12,78.5,97.8
S00463,70.5,10.3,56.9,51.7,5.62,45.5,51.6
S02849,74.7,11.4,81.4,86.6,7.85,76.7,68.55
S03105,53.5,8.1,47.6,46.6,6.88,47.0,52.82
S00895,63.0,10.5,66.7,59.0,7.73,52.8,60.2
S06469,77.6,15.7,90.5,63.5,8.38,62.4,85.77
S06231,67.7,6.7,75.1,71.1,7.42,51.5,72.48
S05525,62.3,14.2,50.2,36.1,5.65,63.0,42.36
S01985,57.7,5.2,66.8,58.8,6.51,52.3,62.17
S05834,63.5,3.9,49.4,53.2,5.44,50.8,60.42
S06701,74.7,16.3,90.6,62.9,8.52,91.7,71.75
S05409,40.0,11.2,42.2,40.3,4.66,50.5,37.17
S08711,90.1,21.8,87.4,84.0,6.98,60.3,99.69
S08146,63.0,14.4,81.5,68.7,7.34,75.0,65.09
S00081,76.3,12.0,68.6,69.3,7.38,58.7,64.89
S06503,,15.0,75.5,67.8,8.65,67.9,74.82
S04085,64.8,,53.4,58.5,8.36,42.7,61.71
S01367,70.4,17.7,69.3,77.6,5.15,57.3,46.87
S01786,83.0,18.1,77.9,75.0,6.26,63.2,77.01
S08315,93.0,14.3,68.2,83.3,8.47,74.4,61.89
S04102,78.5,20.2,70.3,82.2,7.8,60.9,76.06
S01177,73.4,26.7,67.2,60.0,6.17,72.0,63.95
S08195,78.0,20.0,70.5,67.7,7.04,40.3,88.08
S09277,65.9,19.5,66.7,37.3,5.06,32.3,47.0
S09309,65.2,11.0,75.8,68.5,8.63,54.2,63.06
S04341,94.6,16.6,81.3,86.3,8.65,55.9,77.21
S06165,95.7,26.2,86.1,94.2,8.89,51.6,78.0
S01625,88.9,27.2,79.2,74.6,8.51,,86.75
S01312,99.8,22.4,76.2,82.5,9.22,79.9,86.59
S01457,76.6,6.9,85.3,65.5,8.91,74.2,73.33
S08895,76.9,14.5,,70.9,7.05,80.8,55.31
S02286,74.8,14.7,74.6,66.3,7.89,57.7,71.45
S08766,82.8,16.5,77.8,70.3,6.36,42.3,64.67
S05230,67.2,10.0,75.83,55.1,6.76,45.2,62.2
S05571,71.8,8.1,53.4,64.6,,53.9,63.33
S04959,80.4,28.8,71.3,77.9,6.76,70.4,71.92
S04177,70.5,5.4,64.2,63.4,8.54,61.7,67.41
S01944,77.2,13.2,64.2,49.2,6.84,41.1,50.51
S04759,88.0,22.2,65.0,87.8,8.17,60.4,88.91
S01285,89.3,29.5,93.5,88.5,7.29,65.3,99.79
S00753,73.1,21.4,79.9,73.1,5.89,37.8,72.39
S00823,58.2,7.1,45.2,38.0,5.03,40.1,35.26
S05493,74.4,13.2,75.9,66.6,8.94,87.8,68.66
S09204,81.5,19.9,68.1,61.5,6.0,49.3,66.8
S09244,,22.7,60.1,62.1,7.23,70.7,67.14
S00683,77.9,11.2,79.0,62.8,,45.4,73.97
S09610,80.7,9.7,57.7,39.7,6.51,43.7,44.5
S02383,79.1,10.0,62.9,66.9,7.83,52.4,62.22
S08781,77.3,24.8,60.2,55.9,7.76,65.4,75.6
S06790,99.2,24.6,99.1,77.4,,86.2,90.18
S05661,67.5,17.9,,69.0,6.15,,60.79
S02402,69.9,8.8,63.8,52.2,5.44,76.3,54.12
S08399,60.4,6.3,49.9,48.1,5.39,41.1,36.1
S08701,50.6,,51.6,52.4,,30.3,46.55
S04208,,26.9,97.9,74.0,9.29,73.8,89.55
S01911,63.1,12.3,66.7,59.2,7.33,43.4,68.21
S06592,63.3,12.1,65.0,60.4,7.07,59.3,69.69
S04807,73.5,10.0,76.2,65.8,9.22,58.3,71.53
S03066,91.5,,,67.1,6.14,68.1,56.81
S08989,73.8,12.3,70.1,72.0,,66.9,85.09
S00400,66.7,5.2,54.9,55.4,7.47,38.4,55.56
S04928,83.2,14.1,71.9,60.0,7.22,47.7,72.54
S06491,77.5,20.4,77.9,82.1,7.46,67.5,73.49
S08810,75.1,20.3,63.38,65.6,5.75,54.9,65.36
S01727,72.0,10.5,63.0,54.9,6.17,63.6,53.4
S01990,79.6,19.0,71.6,63.1,5.85,93.0,66.98
S01568,75.2,10.8,68.3,49.7,5.85,59.0,59.62
S01779,75.1,12.7,66.9,,6.48,64.6,70.28
S08365,84.7,16.0,61.9,62.5,6.72,50.0,56.63
S04906,73.7,15.7,69.9,49.7,6.74,,55.66
S08915,95.0,6.6,66.6,71.4,7.89,44.1,90.67
S07983,69.1,9.6,57.0,52.2,5.59,50.6,53.38
S02738,72.3,27.2,89.6,85.4,9.78,71.8,100.0
S05302,76.0,15.8,86.7,75.0,7.06,85.0,75.76
S09343,65.4,16.7,73.2,61.1,6.92,80.3,73.91
S01982,48.9,7.2,51.2,52.3,5.78,24.9,51.12
S04805,82.1,23.4,85.8,76.3,8.52,58.0,89.56
S07797,83.6,19.3,66.7,62.5,9.0,70.0,83.16
S08219,61.3,2.7,58.1,43.9,6.31,46.9,54.74
S02580,66.7,12.6,95.7,72.9,8.95,67.8,87.92
S06332,86.4,20.0,87.9,77.3,6.09,62.2,90.51
S05979,84.5,30.2,82.2,83.9,8.72,58.9,80.12
S02871,69.5,11.7,84.0,53.4,8.06,52.1,51.55
S02084,86.9,18.1,84.7,81.3,9.64,74.7,93.94
S00394,72.2,15.2,81.1,65.1,7.76,74.5,89.02
S08545,57.9,3.3,30.0,37.3,5.25,40.6,24.22
S03665,40.0,3.1,42.0,40.1,4.0,50.9,10.86
S07462,79.2,11.3,58.9,45.3,6.02,63.0,59.56
S08235,84.6,24.1,86.9,80.5,9.03,62.0,84.67
S05561,66.2,7.5,37.2,43.1,4.83,65.1,43.1
S06364,75.6,9.0,64.2,57.9,7.5,47.0,59.08
S03741,81.4,21.9,80.0,86.8,7.6,77.3,89.95
S04140,,12.3,58.2,48.3,6.38,56.0,57.32
S07763,73.2,22.2,59.6,54.4,7.13,48.7,58.72
S03264,81.9,16.4,80.0,75.1,7.35,60.0,89.09
S01734,90.4,26.4,100.0,88.6,9.38,86.5,92.38
S03141,83.2,22.8,90.7,73.6,8.61,63.1,87.75
S00024,76.1,13.5,93.5,79.1,7.25,54.9,72.66
S06732,65.0,21.5,54.1,56.8,7.01,54.3,64.87
S01755,80.3,11.2,79.0,70.4,6.48,,64.47
S08517,66.5,13.3,69.9,63.9,7.75,68.0,65.68
S05788,82.4,15.0,80.1,71.6,6.21,47.8,71.74
S06053,69.9,2.7,35.1,49.3,5.15,35.4,52.39
S09217,78.1,15.7,64.3,68.8,8.02,62.3,86.34
S07012,61.1,9.6,64.8,50.7,6.78,57.5,58.54
S09586,76.3,13.2,52.6,56.6,7.26,60.1,56.98
S05553,62.9,7.5,47.2,45.7,5.14,56.1,51.4
S02024,59.5,14.3,64.6,52.4,6.21,62.4,55.69
S07301,64.3,16.4,55.5,57.6,6.35,70.0,70.37
S01026,70.8,20.7,71.6,74.9,8.58,67.5,76.46
S01334,61.8,22.4,58.2,55.5,4.81,53.0,59.09
S05630,51.0,2.0,44.0,30.0,4.84,22.7,35.32
S02631,54.8,3.2,67.0,42.6,5.22,41.2,29.81
S09963,84.0,9.5,74.4,68.7,6.18,41.6,47.19
S05943,77.1,15.3,63.8,63.6,7.27,58.7,66.91
S08934,,10.0,55.7,50.4,6.79,49.2,53.53
S03644,75.7,10.2,57.1,67.1,7.31,53.5,59.24
