student_id,attendance_pct,study_hours_week,assignment_score,internal_marks,prev_sem_cgpa,activity_score,final_exam_marks
S01670,85.5,6.2,47.9,65.4,6.76,50.0,47.11
S01671,77.6,6.7,70.9,63.0,8.1,29.6,59.38
S01672,76.3,18.1,67.5,67.5,7.14,70.1,71.08
S01673,76.1,8.7,55.7,63.9,7.28,54.3,51.03
S01674,70.8,32.7,45.4,55.4,6.48,36.5,63.54
S01675,96.2,3.6,64.4,70.8,8.61,71.2,67.76
S01676,76.8,12.4,38.1,58.9,7.23,64.2,58.53
S01677,92.2,18.1,66.4,75.9,8.23,50.3,71.8
S01678,95.2,15.4,36.2,58.6,6.07,30.1,59.19
S01679,90.0,10.3,57.0,68.0,9.58,38.2,66.44
S01680,75.7,11.3,60.6,60.3,9.03,37.9,66.88
S01681,84.0,11.1,46.6,55.2,5.21,69.9,49.08
S01682,79.8,16.0,39.6,56.0,6.54,21.4,55.1
S01683,71.0,31.7,56.4,59.7,8.07,54.1,73.6
S01684,83.2,18.5,50.8,61.5,5.92,50.0,54.02
S01685,68.2,26.3,51.9,63.7,7.34,75.7,59.09
S01686,91.9,21.5,55.9,67.3,8.01,59.7,70.72
S01687,75.4,25.8,57.6,68.0,7.28,65.7,74.14
S01688,82.0,1.0,56.2,65.0,8.15,44.5,54.73
S01689,82.8,15.9,48.9,59.7,6.67,30.4,57.43
S01690,77.4,27.1,55.2,58.9,4.81,48.5,62.18
S01691,85.9,14.0,55.2,66.7,8.68,70.5,61.39
S01692,75.3,30.3,55.1,64.4,8.67,70.5,82.13
S01693,88.7,28.4,73.6,84.1,10.0,46.4,73.66
S01694,66.5,14.7,47.0,47.5,4.85,37.8,48.46
S01695,81.3,14.5,50.4,60.6,8.4,33.9,59.82
S01696,99.4,10.9,44.0,62.6,5.14,52.3,43.24
S01697,70.0,13.6,64.6,67.9,9.61,57.7,58.79
S01698,73.2,9.4,48.5,59.9,8.09,84.5,48.74
S01699,85.1,21.0,51.2,54.8,6.36,57.5,64.29
S01700,81.8,7.8,50.8,60.8,8.44,67.3,48.01
S01701,83.5,22.2,60.4,76.2,6.84,39.4,71.78
S01702,84.9,22.4,68.9,64.8,7.86,55.8,61.18
S01703,86.3,6.4,51.5,72.2,7.75,57.8,65.13
S01704,91.1,28.8,79.6,86.1,9.59,52.2,72.79
S01705,84.1,21.6,57.7,69.8,9.68,54.6,71.69
S01706,77.6,23.2,49.2,60.7,6.78,57.5,66.47
S01707,86.7,12.7,60.3,76.7,8.77,64.6,70.2
S01708,99.0,22.4,55.5,61.3,7.93,78.4,61.59
S01709,78.7,25.9,53.0,69.3,5.8,9.7,67.67
S01710,70.3,17.3,43.3,56.9,6.66,77.3,58.93
S01711,91.1,32.0,58.0,82.7,10.0,20.8,62.48
S01712,78.8,18.3,42.7,51.9,7.93,61.2,58.43
S01713,58.3,26.0,49.7,59.4,8.7,100.0,80.08
S01714,88.5,20.1,57.0,56.7,7.25,54.1,69.62
S01715,74.6,22.1,41.7,63.7,6.85,58.6,56.03
S01716,79.1,6.3,49.4,55.0,7.53,48.8,56.5
S01717,83.3,20.6,54.0,60.6,7.18,68.3,60.57
S01718,81.9,12.9,44.7,47.0,5.71,62.2,58.2
S01719,87.1,12.1,43.2,60.9,6.3,41.5,50.24
S01720,75.6,30.2,58.6,69.9,8.35,52.7,76.66
S01721,85.1,16.5,50.9,59.9,7.04,32.6,64.26
S01722,77.4,11.0,55.1,64.1,7.53,52.6,61.98
S01723,87.4,15.5,46.6,60.0,7.78,46.6,72.11
S01724,86.2,8.9,52.9,55.9,7.88,57.7,63.69
S01725,70.6,28.0,48.9,62.9,8.88,40.8,70.44
S01726,90.9,13.1,48.5,70.1,6.18,50.7,66.3
S01727,74.6,21.7,47.1,67.3,8.18,55.2,66.78
S01728,88.1,27.5,54.7,73.5,8.41,56.6,73.7
S01729,83.7,14.5,55.6,69.2,8.68,60.5,60.12
S01730,98.4,21.7,50.3,64.3,5.8,51.5,59.54
S01731,77.8,10.8,58.9,68.6,7.81,39.3,62.11
S01732,76.5,35.1,69.6,80.6,9.56,56.6,81.77
S01733,79.8,24.6,58.6,67.2,7.38,51.4,65.77
S01734,77.0,16.7,57.2,66.8,8.08,75.5,60.61
S01735,88.0,12.6,56.4,60.6,8.44,78.0,62.34
S01736,63.8,17.2,51.1,53.6,6.27,27.6,51.82
S01737,69.5,15.6,53.0,59.0,9.7,67.3,62.8
S01738,69.3,31.7,67.7,65.0,8.1,71.4,68.86
S01739,89.5,9.4,48.5,66.9,8.12,28.1,65.76
S01740,97.1,18.9,44.8,55.9,5.51,66.6,58.91
S01741,79.0,17.9,46.2,66.9,8.45,72.9,58.83
S01742,78.3,17.2,45.8,67.0,8.11,36.0,59.35
S01743,80.7,17.2,48.1,65.9,9.45,50.3,56.69
S01744,91.6,17.2,55.5,64.7,7.13,58.7,75.71
S01745,70.7,24.1,52.8,65.5,6.31,66.4,65.24
S01746,82.4,22.3,51.9,66.5,6.68,35.2,61.77
S01747,89.8,20.9,45.8,69.7,6.89,78.1,73.1
S01748,85.0,1.0,41.5,49.2,6.16,14.4,44.31
S01749,81.9,20.1,63.0,71.0,9.05,81.5,69.57
S01750,90.0,6.4,54.2,67.2,9.09,66.0,57.85
S01751,53.0,22.5,39.9,52.4,7.27,42.6,46.45
S01752,86.8,28.3,46.8,68.2,7.03,72.3,68.38
S01753,73.5,11.5,39.0,51.5,5.32,34.0,54.0
S01754,61.7,16.2,44.3,63.2,8.34,57.3,51.12
S01755,85.1,13.8,57.8,68.8,9.48,59.8,64.25
S01756,93.7,26.6,59.5,66.1,6.74,59.7,67.57
S01757,78.6,18.7,49.8,59.0,7.36,38.2,63.36
S01758,89.5,30.1,61.4,70.2,8.02,45.1,69.3
S01759,96.1,20.9,66.9,77.1,9.57,57.5,79.05
S01760,93.1,19.7,49.9,66.4,7.74,40.5,68.58
S01761,96.4,18.5,69.2,75.0,7.73,60.4,66.99
S01762,87.4,23.7,52.3,69.0,7.72,42.7,64.24
S01763,80.8,5.8,46.5,53.4,5.79,75.0,51.65
S01764,64.0,18.6,35.5,54.3,5.76,86.3,49.35
S01765,77.5,17.5,49.0,50.1,6.53,49.1,49.98
S01766,71.6,23.1,55.7,55.2,8.72,73.4,72.38
S01767,100.0,16.7,66.4,79.5,7.1,50.8,59.09
S01768,78.2,10.7,46.0,62.6,6.86,36.3,55.65
S01769,81.2,18.1,58.3,71.6,6.84,46.5,71.03
S01770,85.5,10.4,52.6,66.9,7.33,56.7,54.64
S01771,80.4,4.5,65.3,70.3,9.54,19.3,60.66
S01772,97.0,23.1,47.5,66.6,7.32,67.5,72.25
S01773,73.8,22.1,51.6,52.8,6.56,56.7,39.83
S01774,81.9,21.3,37.8,60.2,7.53,75.0,60.18
S01775,72.6,27.1,58.7,63.3,9.61,67.2,59.3
S01776,66.8,13.3,51.0,69.5,6.9,57.4,62.39
S01777,73.9,8.0,51.6,51.6,6.08,47.9,45.72
S01778,79.6,17.5,54.5,63.0,6.9,85.5,72.53
S01779,75.7,15.6,48.8,68.5,7.65,98.4,56.19
S01780,73.1,12.1,53.9,61.0,8.33,48.2,60.58
S01781,65.9,17.4,66.4,65.8,8.71,75.8,58.99
S01782,79.2,13.7,47.2,45.2,6.25,40.9,50.41
S01783,65.0,5.1,45.9,45.2,6.36,43.2,45.17
S01784,87.6,14.9,49.7,66.5,7.11,47.3,60.57
S01785,80.8,10.0,58.8,75.0,8.32,68.7,73.23
S01786,65.4,19.6,49.1,51.2,5.99,33.5,61.09
S01787,76.9,13.4,43.9,58.1,6.77,86.0,51.71
S01788,72.5,25.8,54.8,76.5,6.79,73.8,66.34
S01789,83.2,29.2,64.9,77.5,8.63,68.2,67.48
S01790,93.4,22.8,63.9,79.8,8.13,49.1,63.85
S01791,61.2,7.1,46.1,51.7,8.58,71.6,47.45
S01792,81.2,28.5,67.9,83.8,9.11,0.0,83.02
S01793,78.4,29.0,48.3,60.1,7.13,63.8,54.04
S01794,86.7,18.1,49.9,57.8,6.08,58.2,62.44
S01795,82.1,27.3,52.0,71.1,6.08,17.3,65.91
S01796,72.5,14.1,49.1,51.9,5.29,63.1,47.61
S01797,76.8,4.9,39.6,53.9,6.95,66.8,53.89
S01798,72.0,12.7,48.1,65.9,7.04,17.9,58.14
S01799,90.8,30.1,59.0,69.8,8.45,31.3,71.3
S01800,80.2,7.6,49.6,59.5,7.52,96.3,56.41
S01801,99.0,18.0,58.4,67.8,6.91,51.3,64.5
S01802,79.4,18.2,43.9,58.5,7.36,74.5,54.17
S01803,72.9,14.4,52.7,58.9,6.25,77.5,57.55
S01804,64.9,14.9,52.9,68.1,8.73,62.9,56.99
S01805,62.0,18.5,38.9,59.6,6.56,75.3,54.88
S01806,64.2,14.1,40.0,51.4,6.13,12.7,43.53
S01807,82.7,8.0,61.7,64.6,8.48,50.4,56.67
S01808,85.1,19.5,58.7,73.1,8.19,0.0,61.05
S01809,64.2,25.5,37.7,50.9,5.43,20.1,58.66
S01810,89.0,24.1,55.1,71.3,8.53,44.1,60.5
S01811,75.2,12.3,50.0,53.3,6.61,41.7,63.81
S01812,81.5,9.2,52.9,53.7,7.05,55.8,59.7
S01813,96.1,16.0,59.2,71.4,7.72,54.6,57.39
S01814,89.0,29.0,58.6,67.6,8.2,57.7,67.63
S01815,77.3,22.5,59.2,65.3,8.03,58.5,55.6
S01816,71.1,22.9,48.9,68.3,7.44,61.7,65.97
S01817,58.5,24.2,40.9,52.9,6.99,35.8,61.17
S01818,72.8,20.9,61.9,72.8,7.99,40.5,66.19
S01819,77.9,18.8,54.2,65.4,7.36,54.3,68.95
S01820,70.1,22.6,52.4,69.3,9.67,54.6,66.74
S01821,78.7,14.2,53.4,61.8,8.2,33.4,64.88
S01822,80.8,8.1,46.1,63.0,6.39,76.6,56.75
S01823,77.8,23.1,49.2,63.5,6.93,69.5,62.29
S01824,73.5,26.7,54.4,63.5,7.56,37.8,68.01
S01825,81.7,10.2,49.3,66.1,9.06,50.8,59.14
S01826,84.4,23.8,65.5,71.6,9.19,95.2,82.17
S01827,69.1,29.8,51.0,60.3,7.02,58.2,60.88
S01828,94.1,18.0,43.3,62.0,6.38,62.9,64.0
S01829,79.0,12.3,44.8,54.2,6.23,42.8,48.3
S01830,80.2,18.9,49.6,71.5,7.8,48.7,53.35
S01831,87.1,14.1,42.6,64.2,10.0,85.2,66.47
S01832,82.3,13.7,52.5,75.4,8.15,57.3,52.39
S01833,89.5,21.0,56.4,65.6,5.59,53.6,75.61
S01834,82.9,6.8,46.2,56.9,6.63,55.2,50.79
S01835,73.9,7.9,49.1,54.5,6.75,100.0,53.68
S01836,83.6,18.1,50.3,64.4,6.51,55.8,58.42
S01837,68.6,17.8,44.5,60.9,7.03,38.4,56.03
S01838,81.1,20.4,50.1,52.1,7.94,41.9,61.78
S01839,79.7,31.1,50.8,67.8,8.32,70.6,64.47
S01840,77.9,18.7,61.2,59.7,8.81,26.4,47.3
S01841,78.7,22.2,59.3,73.4,8.13,64.0,60.94
S01842,61.2,11.2,35.6,50.4,5.16,40.5,41.25
S01843,74.5,23.4,36.2,54.7,6.23,17.8,55.38
S01844,80.9,14.3,53.5,64.5,7.31,35.4,59.99
S01845,81.6,18.5,47.8,55.9,7.68,55.6,64.11
S01846,69.7,17.2,52.7,60.2,8.53,82.9,51.28
S01847,92.7,25.2,49.1,65.1,7.55,73.3,62.2
S01848,71.3,8.8,47.4,55.2,7.56,49.1,49.86
S01849,89.7,2.0,50.1,67.3,7.79,74.4,66.87
S01850,84.3,16.5,37.5,64.8,7.19,47.9,74.16
S01851,73.5,21.3,61.2,69.5,7.6,25.7,54.91
S01852,97.8,19.1,59.9,73.6,8.85,55.4,77.31
S01853,68.1,26.6,49.3,57.1,7.4,24.9,59.61
S01854,89.2,21.1,58.9,70.4,7.46,70.8,71.13
S01855,90.0,14.1,53.4,67.9,7.46,71.1,55.32
S01856,73.3,1.7,51.9,60.1,9.06,37.4,61.41
S01857,93.9,16.3,44.9,58.8,6.17,57.9,45.62
S01858,77.5,25.2,59.1,74.8,9.63,57.7,62.94
S01859,82.9,15.3,36.4,58.6,6.09,72.4,53.49
S01860,82.6,18.2,49.2,55.4,6.71,30.1,53.53
S01861,78.7,20.9,64.0,68.7,8.39,67.0,67.67
S01862,88.1,10.9,47.0,69.0,8.74,28.7,56.09
S01863,87.9,22.4,48.7,67.4,5.82,70.5,60.85
S01864,62.5,29.5,33.7,51.5,6.19,76.3,54.63
S01865,93.0,16.8,56.7,71.8,7.83,41.6,64.26
S01866,63.4,10.1,55.0,64.5,10.0,79.4,60.91
S01867,90.3,17.5,61.8,78.5,9.0,23.5,73.97
S01868,91.3,2.4,46.1,55.2,7.2,77.0,49.74
S01869,69.1,20.4,28.0,47.0,4.6,83.8,57.03
S01870,75.9,21.2,44.7,56.1,7.6,61.9,59.53
S01871,68.9,29.7,61.3,73.1,7.93,51.1,75.9
S01872,77.9,16.6,54.9,57.8,7.04,61.2,57.08
S01873,76.9,20.9,48.5,62.1,6.48,42.9,53.43
S01874,87.8,12.0,54.1,61.6,7.69,100.0,63.04
S01875,93.1,15.5,45.7,66.2,6.37,43.3,74.98
S01876,94.0,7.3,67.5,78.5,9.75,81.3,61.73
S01877,74.4,16.6,51.1,66.3,9.32,40.2,65.81
S01878,77.9,15.9,55.8,75.6,8.29,86.9,66.76
S01879,63.2,20.1,40.1,51.1,7.61,95.2,58.4
S01880,71.9,13.6,44.9,60.6,6.71,62.7,47.51
S01881,89.6,18.6,62.6,76.9,7.48,60.7,71.07
S01882,96.2,15.7,56.4,78.5,9.47,35.9,70.94
S01883,67.7,15.7,55.3,59.6,8.54,33.5,49.07
S01884,74.1,18.6,44.7,58.6,7.74,61.0,59.18
S01885,79.7,18.3,50.0,62.2,8.61,84.2,62.18
S01886,82.8,23.3,56.5,67.5,8.15,44.0,64.03
S01887,71.9,17.2,56.7,59.8,7.98,99.2,61.94
S01888,84.2,15.6,54.4,66.0,8.68,42.8,69.51
S01889,75.3,16.7,55.9,72.2,8.12,59.6,66.01
S01890,79.9,13.0,60.5,66.5,8.53,59.6,56.65
S01891,85.5,15.5,48.9,64.6,7.69,53.0,63.84
S01892,80.1,32.2,46.5,60.5,7.2,14.1,62.97
S01893,75.6,11.6,44.7,56.8,6.84,42.6,49.28
S01894,78.9,16.0,56.4,67.3,6.7,59.0,53.22
S01895,79.1,15.3,40.3,56.9,5.57,53.1,57.91
S01896,76.3,16.3,53.3,67.7,6.41,67.7,56.26
S01897,77.4,15.7,45.6,51.7,6.37,70.1,60.42
S01898,96.0,20.0,66.2,69.7,6.89,50.2,61.64
S01899,85.6,6.0,69.2,71.4,9.37,35.8,75.72
S01900,77.0,25.3,59.1,74.6,7.31,86.0,84.44
S01901,87.0,22.4,46.6,66.8,7.79,27.9,66.36
S01902,76.7,9.3,35.0,47.6,7.83,43.1,57.66
S01903,91.7,2.1,56.8,75.0,9.41,38.0,58.92
S01904,83.7,11.2,54.4,63.5,6.81,69.9,55.69
S01905,78.9,16.3,53.5,67.6,7.23,81.3,69.32
S01906,84.5,36.1,54.3,77.8,7.37,51.5,73.89
S01907,64.3,21.8,43.7,54.5,8.86,59.6,50.24
S01908,68.7,5.3,55.2,70.0,9.11,63.6,58.48
S01909,68.1,13.2,59.9,63.1,8.07,91.1,53.38
S01910,81.4,17.6,52.8,65.4,8.98,19.5,61.09
S01911,97.3,19.8,63.4,75.2,7.71,69.9,77.33
S01912,100.0,8.8,70.2,68.7,7.29,62.5,74.51
S01913,86.4,17.1,56.8,70.2,8.91,47.6,67.66
S01914,85.0,13.0,52.8,64.5,8.09,61.5,69.45
S01915,62.0,10.3,45.0,47.4,6.62,69.8,46.11
S01916,74.6,19.8,52.9,62.1,8.7,66.7,73.31
S01917,72.1,23.4,58.7,70.5,7.25,98.2,62.12
S01918,73.8,23.9,48.5,60.1,7.1,57.5,55.77
S01919,78.3,22.0,55.9,63.0,8.57,55.5,62.09
S01920,75.3,14.5,40.6,59.1,7.39,51.4,50.63
S01921,60.2,23.0,47.7,62.0,7.97,66.1,62.57
S01922,87.5,20.2,51.4,67.8,8.29,54.4,72.97
S01923,69.3,18.9,48.4,51.3,6.56,55.3,54.92
S01924,82.4,13.7,42.9,48.1,7.96,55.4,57.35
S01925,100.0,14.5,67.8,74.1,9.12,52.3,62.82
S01926,70.8,18.5,40.8,59.7,6.35,42.8,54.74
S01927,54.7,35.1,62.1,70.0,8.04,63.4,78.8
S01928,77.1,20.1,57.1,59.5,6.5,49.3,68.39
S01929,91.0,13.7,61.0,71.0,8.73,67.3,60.58
S01930,99.6,12.2,50.6,73.7,8.71,57.2,63.49
S01931,67.7,14.6,42.3,53.9,7.07,47.3,72.67
S01932,85.0,33.2,60.5,81.7,10.0,86.3,82.03
S01933,75.3,15.2,49.2,62.8,8.83,53.0,69.21
S01934,78.9,24.3,65.8,74.5,8.35,67.5,80.12
S01935,100.0,15.4,58.7,71.8,8.28,41.0,60.72
S01936,65.0,19.8,47.8,56.4,8.68,14.5,60.73
S01937,82.5,23.5,46.5,67.0,6.31,43.7,62.45
S01938,84.7,14.0,49.8,56.4,7.73,12.3,67.05
S01939,90.9,13.5,58.5,66.6,7.96,50.3,75.43
S01940,81.0,29.6,44.8,62.4,7.02,84.4,60.55
S01941,83.1,24.9,57.4,73.8,8.06,36.9,88.51
S01942,76.1,23.5,59.6,65.5,8.98,12.9,65.82
S01943,82.7,23.5,42.7,61.7,6.99,85.0,66.41
S01944,76.6,21.2,43.4,53.0,7.43,45.5,41.52
S01945,86.2,32.1,55.1,70.3,6.52,54.7,75.16
S01946,76.3,18.3,53.3,68.1,5.36,70.8,46.33
S01947,83.8,22.0,64.5,62.9,8.43,65.5,67.09
S01948,79.7,7.8,45.1,55.0,7.47,70.0,50.84
S01949,91.3,12.2,62.3,74.3,7.56,73.0,68.79
S01950,79.5,9.6,43.9,70.9,6.32,20.1,54.66
S01951,62.3,26.9,46.9,60.9,7.28,26.7,61.76
S01952,92.6,1.0,55.1,64.0,8.82,78.4,67.42
S01953,70.9,15.2,53.5,60.3,7.5,39.4,50.91
S01954,73.5,1.0,41.3,47.7,7.54,41.5,45.09
S01955,74.0,12.2,46.9,63.2,7.75,29.7,50.27
S01956,93.7,14.6,43.2,65.9,6.02,46.9,52.89
S01957,58.6,27.7,53.1,68.5,8.25,48.0,74.72
S01958,100.0,20.8,60.0,69.0,5.99,36.3,58.23
S01959,90.6,12.2,56.0,61.0,6.37,33.9,53.25
S01960,82.2,25.5,43.1,67.5,6.24,61.4,75.49
S01961,79.5,18.1,49.0,69.0,7.29,38.8,59.66
S01962,82.9,18.3,59.2,61.8,7.08,42.9,61.27
S01963,85.2,9.6,52.4,61.8,7.5,11.3,58.36
S01964,86.5,11.1,48.8,64.7,6.41,93.8,51.99
S01965,85.6,12.2,55.7,66.8,8.71,73.8,58.25
S01966,80.9,18.3,58.7,69.0,8.5,45.1,61.17
S01967,78.0,18.5,52.8,55.9,7.29,37.0,64.62
S01968,78.5,28.8,49.8,58.1,6.93,55.2,67.27
S01969,78.1,20.7,55.6,63.4,6.8,54.7,57.76
S01970,91.3,1.0,41.9,55.1,7.13,29.5,49.48
S01971,85.9,19.8,57.3,59.0,5.82,4.0,62.88
S01972,50.6,7.8,31.3,40.6,6.35,44.5,25.42
S01973,86.6,11.2,58.3,64.5,8.53,23.7,62.67
S01974,81.9,12.3,51.0,63.6,7.86,58.4,64.05
S01975,79.8,13.4,53.6,72.2,9.46,58.6,58.68
S01976,76.1,8.4,55.0,59.5,7.14,35.5,58.23
S01977,91.2,19.4,59.1,67.3,7.07,44.3,65.06
S01978,89.5,8.1,50.0,68.1,7.01,90.3,71.02
S01979,72.3,20.5,59.9,68.1,7.12,70.5,60.22
S01980,84.1,33.7,61.7,74.8,6.71,46.0,74.97
S01981,70.3,8.7,42.4,43.0,7.83,100.0,42.93
S01982,66.2,16.0,33.9,49.8,7.53,31.1,50.4
S01983,73.7,1.0,43.7,50.8,6.89,38.7,51.25
S01984,88.6,15.9,66.8,70.7,9.0,52.8,65.29
S01985,89.5,22.5,66.9,83.4,9.78,24.4,80.56
S01986,85.1,23.0,68.9,73.3,8.9,90.8,79.11
S01987,87.3,18.5,52.9,60.8,8.17,58.7,64.48
S01988,85.2,24.2,57.6,72.0,8.41,39.2,66.69
S01989,73.6,35.8,61.8,74.2,9.73,64.0,57.13
S01990,84.3,30.0,61.3,68.7,8.41,57.9,67.81
S01991,88.0,14.3,55.9,70.6,6.8,48.9,68.52
S01992,87.5,7.8,62.4,71.6,7.97,30.8,59.65
S01993,91.9,15.2,68.1,77.3,8.25,26.3,70.6
S01994,87.1,11.4,58.6,67.1,6.31,98.7,59.22
S01995,83.5,21.2,57.1,72.4,7.16,27.9,55.58
S01996,90.7,9.7,54.6,68.1,8.82,89.0,69.18
S01997,79.7,17.5,46.7,50.9,5.31,38.1,45.73
S01998,71.2,23.9,50.7,57.9,6.0,70.8,57.53
S01999,78.4,17.3,51.6,54.3,7.29,64.3,60.86
S02000,72.6,11.4,43.6,52.3,7.92,68.3,49.97
S02001,73.2,26.2,45.0,65.6,5.87,69.6,70.13
S02002,78.6,4.8,52.3,54.8,7.35,22.8,63.28
S02003,72.1,15.7,51.7,57.7,8.88,41.5,53.81
S02004,76.9,17.7,51.5,66.1,7.58,27.6,54.91
S02005,61.1,18.1,49.4,63.7,8.63,58.8,56.12
S02006,82.1,19.3,45.6,52.4,6.79,28.5,63.13
S02007,80.0,22.3,49.5,63.0,6.53,15.4,61.89
S02008,71.8,17.8,49.9,59.7,8.52,50.3,63.98
S02009,86.6,15.4,50.5,67.1,7.94,10.8,68.04
S02010,89.4,15.1,43.4,58.2,6.08,60.2,51.62
S02011,63.9,13.7,42.5,45.5,6.54,29.8,50.78
S02012,72.4,23.5,60.9,67.6,9.38,38.2,66.91
S02013,72.3,13.5,51.8,61.3,6.39,9.4,55.7
S02014,70.6,23.9,46.1,71.9,8.62,88.0,72.59
S02015,88.3,18.1,62.5,71.3,6.93,25.7,63.26
S02016,78.1,14.4,52.1,60.5,7.5,47.7,53.97
S02017,77.4,22.3,47.0,56.8,7.85,19.2,52.57
S02018,60.0,12.9,34.5,43.8,4.98,38.3,53.31
S02019,86.4,22.5,38.9,56.0,5.74,90.0,59.1
S02020,67.6,19.5,39.4,57.1,7.6,60.9,47.74
S02021,80.6,13.8,58.7,63.7,6.63,40.5,67.01
S02022,82.8,21.7,53.5,70.8,8.7,54.3,56.56
S02023,93.6,21.8,54.8,64.2,5.57,43.8,53.47
S02024,66.9,26.1,52.1,71.6,8.18,53.2,62.75
S02025,49.8,24.8,40.3,51.2,5.85,69.9,48.25
S02026,81.8,21.4,54.7,61.8,7.08,48.4,64.1
S02027,98.0,10.1,38.7,64.6,6.22,59.4,45.5
S02028,92.4,35.1,75.9,79.7,9.78,59.7,84.83
S02029,82.1,8.2,44.3,51.7,5.89,48.5,58.17
S02030,75.1,24.6,49.2,58.4,7.35,40.3,54.65
S02031,88.1,21.0,52.1,69.4,5.43,44.5,59.34
S02032,70.3,9.8,48.1,60.4,9.42,69.0,52.86
S02033,84.8,17.1,56.0,64.4,7.98,70.6,66.07
S02034,85.1,17.4,52.9,66.7,7.66,32.2,55.36
S02035,90.6,27.1,67.7,81.5,9.27,49.8,69.22
S02036,100.0,13.0,55.8,78.5,7.68,39.9,65.25
S02037,83.9,16.2,47.3,55.7,7.76,71.0,61.8
S02038,74.9,1.6,48.1,63.7,7.66,45.6,52.76
S02039,79.7,30.1,56.2,59.1,8.18,99.0,66.99
S02040,62.3,10.5,31.8,52.1,6.91,59.4,51.24
S02041,73.1,20.3,51.1,67.2,7.24,78.6,63.47
S02042,75.9,17.3,50.3,69.8,8.47,34.7,54.32
S02043,74.8,17.3,53.4,66.1,7.83,55.2,45.01
S02044,81.5,23.7,48.8,58.6,7.36,67.3,65.85
S02045,71.8,29.7,41.0,59.9,5.82,34.3,56.64
S02046,91.2,19.8,68.5,72.4,9.3,55.4,65.26
S02047,80.0,22.6,56.2,60.2,6.71,76.0,72.94
S02048,79.9,20.3,56.3,66.1,8.68,48.5,74.62
S02049,76.7,25.1,56.6,64.8,7.71,38.0,71.9
S02050,81.6,14.8,51.8,61.6,5.95,91.1,60.36
S02051,88.3,25.5,61.4,71.2,9.0,31.6,51.61
S02052,71.3,25.8,45.6,62.6,7.81,58.1,69.03
S02053,73.4,25.6,59.1,62.7,9.1,40.8,60.58
S02054,77.0,13.4,55.1,62.9,7.28,36.3,54.31
S02055,66.5,16.8,53.8,60.5,8.34,69.8,65.06
S02056,71.8,19.7,44.2,59.4,5.38,50.9,66.64
S02057,75.2,8.4,49.3,63.5,6.9,63.1,64.09
S02058,88.7,29.2,52.3,65.1,5.97,9.9,64.68
S02059,82.6,17.9,57.8,56.2,7.05,65.1,65.54
S02060,81.9,20.0,63.1,63.0,8.07,40.6,57.98
S02061,88.5,14.0,43.4,66.2,6.77,17.4,47.13
S02062,78.6,8.7,58.6,65.3,8.54,92.7,68.3
S02063,83.9,13.8,62.3,74.8,6.47,67.0,65.32
S02064,79.0,19.5,58.6,73.1,8.56,59.5,57.94
S02065,82.7,22.7,65.0,75.3,9.07,80.0,71.99
S02066,74.2,19.1,50.5,64.8,8.72,60.0,66.16
S02067,55.6,20.4,41.3,46.2,7.09,39.0,55.71
S02068,78.7,15.6,42.1,50.6,4.95,51.5,54.99
S02069,94.2,21.5,57.1,74.4,8.2,41.4,66.88
S02070,89.3,28.4,49.8,66.0,7.35,45.0,61.8
S02071,89.7,22.9,52.0,67.8,6.33,29.8,63.76
S02072,92.4,23.7,60.6,76.0,6.83,35.6,73.15
S02073,80.9,20.1,50.4,66.4,9.22,72.9,71.36
S02074,82.0,7.5,46.4,54.9,6.14,61.6,61.75
S02075,73.8,10.7,50.5,56.4,8.06,44.9,55.45
S02076,76.8,21.2,51.1,67.9,7.76,34.4,55.29
S02077,86.2,17.9,55.6,70.0,7.07,46.9,69.79
S02078,92.0,21.1,61.4,84.3,8.27,21.3,70.9
S02079,78.6,29.7,59.0,73.6,9.46,57.5,64.82
S02080,75.5,23.1,57.6,64.6,7.14,73.9,67.97
S02081,80.0,26.8,57.3,69.6,7.21,100.0,77.6
S02082,86.0,18.7,65.8,71.3,8.25,32.9,69.23
S02083,65.6,12.3,48.9,54.8,8.6,73.1,64.44
S02084,57.0,17.6,42.7,53.2,7.35,40.9,48.57
S02085,74.5,12.4,46.3,60.2,7.13,32.4,49.66
S02086,67.8,28.9,50.9,59.4,4.84,32.4,62.48
S02087,74.9,23.5,48.6,62.5,6.57,57.8,58.29
S02088,78.5,21.6,48.2,65.2,6.13,36.4,66.25
S02089,75.5,26.7,67.7,74.9,8.32,42.9,71.1
S02090,94.5,3.9,43.1,62.2,7.21,46.2,62.12
S02091,83.3,22.1,55.5,60.1,7.16,40.2,66.13
S02092,83.0,8.8,49.7,63.0,7.49,38.7,50.84
S02093,86.2,17.9,49.3,61.6,6.46,6.4,45.47
S02094,68.6,15.8,47.9,56.4,9.36,56.7,63.18
S02095,90.4,22.6,57.3,75.7,9.06,56.4,74.54
S02096,79.2,19.6,55.7,71.9,9.44,39.1,60.1
S02097,86.7,27.4,62.5,75.9,8.32,62.2,77.58
S02098,69.3,13.8,52.6,62.6,7.46,82.9,66.71
S02099,64.5,23.0,44.1,61.6,9.44,55.5,56.93
S02100,88.2,19.1,45.2,60.9,6.68,81.6,49.88
S02101,83.8,6.6,49.8,68.3,6.45,99.8,63.78
S02102,71.0,11.6,49.0,57.8,6.78,100.0,63.5
S02103,71.3,17.0,42.3,45.6,8.13,31.2,48.72
S02104,91.3,25.8,60.4,58.3,6.59,31.3,69.54
